12115,24.415340,2.035015,-48.000000
4611,24.500000,-0.000000,-48.000000
24060,24.479410,1.004148,-46.944370
12139,24.478830,1.018388,-48.000000
24061,24.494850,0.502179,-47.472180
24062,24.452810,1.519919,-47.472180
4603,24.500000,-0.000000,-46.000000
4612,24.500000,-0.000000,-47.000000
24063,24.494850,0.502179,-46.472180
24064,24.421150,1.964020,-45.721840
24065,24.418270,1.999520,-46.860920
24066,24.454990,1.484370,-46.333100
24067,24.480280,0.982801,-45.860920
4329,-24.416320,2.023194,-4.000000
4332,-24.500000,0.000000,-4.000000
24068,-24.469140,1.229237,-5.146383
4424,-24.479070,1.012462,-4.000000
24069,-24.492280,0.614812,-4.573192
24070,-24.445960,1.626430,-4.573192
6648,-24.500000,0.000000,-6.000000
7757,-24.500000,0.000000,-5.000000
24071,-24.492280,0.614812,-5.573192
24072,-24.464200,1.323950,-6.414791
24073,-24.307900,3.062018,-5.499870
24074,-24.401530,2.194376,-5.957330
24075,-24.405730,2.147141,-5.323127
24076,-24.466720,1.276595,-5.780587
24077,-24.491050,0.662217,-6.207395
12277,-19.371370,15.000000,-63.000000
24078,-18.505350,16.056220,-63.830870
24079,-17.870410,16.760030,-62.142220
24080,-18.945720,15.534140,-63.415430
24081,-18.191280,16.411190,-62.986540
24082,-18.641670,15.897740,-62.571110
8200,-18.062770,16.552530,-65.000000
24083,-17.448600,17.198740,-63.800770
24084,-17.758620,16.878430,-64.400390
24085,-17.986050,16.635870,-63.815820
24086,-18.285740,16.305880,-64.415430
8193,-19.371370,15.000000,-65.000000
12312,-19.371370,15.000000,-64.000000
24087,-18.945720,15.534140,-64.415430
8201,-18.733160,15.789830,-65.000000
4487,-24.500000,0.000000,-18.000000
19121,-24.428440,1.870350,-18.146750
24088,-24.467730,1.257113,-16.934610
19240,-24.481860,0.938714,-18.036980
24089,-24.450040,1.563857,-17.540680
24090,-24.491930,0.628764,-17.467310
4482,-24.500000,0.000000,-16.000000
24091,-24.491930,0.628764,-16.467310
4491,-24.500000,0.000000,-17.000000
24092,-24.313100,3.020470,-16.898770
24093,-24.377580,2.446094,-17.522760
24094,-24.406340,2.140188,-16.916690
24095,-24.432170,1.821859,-15.342040
24096,-24.451580,1.539589,-16.138330
24097,-24.483040,0.911561,-15.671020
24098,24.422150,1.951516,-15.422230
24099,24.470950,1.192724,-16.976580
4453,24.500000,-0.000000,-16.000000
24100,24.449500,1.572309,-16.199400
24101,24.492740,0.596539,-16.488290
24102,24.480530,0.976534,-15.711110
19916,24.428440,1.870349,-18.146750
4454,24.500000,-0.000000,-18.000000
20010,24.481860,0.938714,-18.036980
24103,24.492740,0.596539,-17.488290
24104,24.452070,1.531686,-17.561660
4456,24.500000,-0.000000,-17.000000
24105,-24.466550,1.279865,-44.487000
24106,-24.475340,1.098934,-43.159900
6940,-24.500000,0.000000,-44.000000
24107,-24.471110,1.189408,-43.823450
24108,-24.493830,0.549605,-43.579950
24109,-24.491640,0.640151,-44.243500
7784,-24.500000,0.000000,-42.000000
24110,-24.493830,0.549605,-42.579950
7787,-24.500000,0.000000,-43.000000
24111,-24.320990,2.956227,-43.492870
24112,-24.408170,2.119296,-43.989930
24113,-24.415830,2.029049,-43.326380
13974,-24.428440,1.870349,-41.853250
14247,-24.481860,0.938714,-41.963020
24114,-24.454960,1.484829,-42.506580
24115,24.373330,2.488133,-17.082770
24116,24.430730,1.841075,-17.029680
24117,24.402870,2.179419,-17.614760
24118,24.176780,3.966533,-16.469570
19933,24.213820,3.732865,-18.595560
24119,24.195650,3.849754,-17.532560
24120,24.301610,3.111528,-17.839170
24121,24.286310,3.228829,-16.776170
24122,24.399220,2.219959,-16.252500
24123,24.320340,2.961567,-15.945900
24124,-23.994600,4.950665,-42.725640
24125,-23.440490,7.126957,-42.898600
24126,-23.631230,6.466461,-41.527430
24127,-23.742490,6.045163,-42.812120
24128,-23.538170,6.797378,-42.213010
24129,-23.824970,5.711454,-42.126540
13996,-23.873800,5.501481,-40.663230
24130,-23.757660,5.985268,-41.095330
24131,-23.936040,5.226474,-41.694430
24132,-23.224860,7.801004,-41.472470
24133,-23.335110,7.464759,-42.185530
24134,-23.437550,7.136626,-41.499950
13862,-23.445570,7.106468,-39.666020
24135,-23.338320,7.454726,-40.569250
24136,-23.541100,6.787243,-40.596730
24137,-24.367650,2.543184,-4.749935
20011,24.337980,2.812447,-18.334320
14250,-23.668340,6.324917,-40.194580
24138,-24.380000,2.421896,-16.120400
24139,-22.671650,9.286884,-46.187360
24140,-22.439970,9.833503,-44.587540
24141,-23.117190,8.114515,-44.436820
24142,-22.557470,9.560895,-45.387450
24143,-22.794790,8.980395,-44.512180
24144,-22.901930,8.703551,-45.312090
24145,-22.693440,9.233505,-42.827410
24146,-22.568700,9.534347,-43.707470
24147,-22.912150,8.676598,-43.632110
24148,-21.707410,11.359510,-45.772280
24149,-22.213710,10.334450,-45.979820
24150,-22.086870,10.602840,-45.179910
24151,-21.822570,11.136670,-43.703150
24152,-22.140860,10.489630,-44.145350
24153,-22.278340,10.194390,-43.265280
4431,-24.500000,0.000000,-46.000000
24154,-24.478830,1.018388,-47.000000
24155,-24.388400,2.335745,-45.782660
24156,-24.494710,0.509304,-46.500000
24157,-24.442490,1.677676,-46.391330
24158,-24.472090,1.169205,-45.891330
12379,-24.415340,2.035015,-48.000000
24159,-24.452370,1.527032,-47.500000
24160,-24.402330,2.185422,-46.891330
4426,-24.500000,0.000000,-48.000000
24161,-24.494710,0.509304,-47.500000
4432,-24.500000,0.000000,-47.000000
12427,-24.478830,1.018388,-48.000000
24162,-17.660860,16.980690,-62.971500
24163,-24.380790,2.413890,-42.673060
24164,-23.543150,6.780132,-46.028180
12346,-23.157070,8.000000,-48.000000
24165,-23.141370,8.045317,-46.107770
24166,-23.358070,7.392587,-47.014090
24167,-22.923390,8.646849,-47.093680
